model_key,benchmark_key,domain,sample_type,relation,k,tier,planned_status,execution_bucket
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_correct,cross_domain,32,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,0,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,piqa,commonsense,model_incorrect,cross_domain,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,same_domain_other_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,same_domain_other_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_correct,cross_domain,32,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,0,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,boolq,factual_reading,model_incorrect,cross_domain,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,same_domain_other_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,same_domain_other_benchmark,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_correct,cross_domain,32,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,0,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,1,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,2,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,4,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,8,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,16,tier1,queued,bulk_ready
phi4_mini_instruct,truthfulqa_mc,factual_reading,model_incorrect,cross_domain,32,tier1,queued,bulk_ready
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_correct,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gsm8k,math,model_incorrect,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_correct,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,math500,math,model_incorrect,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_correct,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,gpqa,science,model_incorrect,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,same_domain_other_benchmark,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,1,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,2,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,4,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,8,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,16,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_correct,cross_domain,32,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,cross_domain,0,tier1,queued,retry_tp2
mistral_small_24b_instruct_2501,arc_challenge,science,model_incorrect,cross_domain,1,tier1,queued,retry_tp2
